Epoch,Train Loss,Train Acc,Train Recall,Train F1,Val Loss,Val Acc,Val Recall,Val F1
1,0.569220262868651,0.7604391163793104,0.6135037967244692,0.6066674772481867,0.35984480381011963,0.8617445900774103,0.7971457873230222,0.8115341109744243
2,0.26348259171535227,0.8980334051724138,0.8554557696140036,0.8552670751836853,0.39490056089286146,0.8609748856439127,0.7898742640364702,0.8112429178726039
3,0.14072335540349112,0.9496228448275862,0.9291187691333832,0.9289124114274727,0.3959546777708777,0.8772431386347642,0.8224535034482012,0.8298438990119311
4,0.08986151995586938,0.9700969827586207,0.9595437089861353,0.9589221187468718,0.4394823436079354,0.8742797765657987,0.8143863174966338,0.8286586836291584
5,0.06372545937333128,0.978582974137931,0.9717773109699247,0.9713200299452135,0.44147001772091304,0.8753573627726953,0.8308635284980175,0.8310028535380622
6,0.03993278300261189,0.9877424568965517,0.9830603464205897,0.9837408801894625,0.4881711273357786,0.874818569669247,0.822123837099807,0.8289920762454949
7,0.02593023077472402,0.9919854525862069,0.9887914666277643,0.9896403472219063,0.5251497621166294,0.8761435608726249,0.8275974291004669,0.8320453205516181
8,0.017448035008595163,0.9946120689655172,0.9926428028245196,0.992898292047988,0.559459047070865,0.879189391273751,0.8257438106852685,0.8338014660271656
9,0.014032910058098235,0.996026400862069,0.9946114094615852,0.9948504754546554,0.5937706817840708,0.8761435608726249,0.8129118375800221,0.829228892397458
10,0.010595395293985975,0.9969692887931034,0.9957390033280397,0.9963485486847222,0.5908965858919867,0.8777599401829698,0.8197661522033436,0.8317911164227539
11,0.00968031721101303,0.9975080818965517,0.9960610964755748,0.996608307407231,0.5916915875056694,0.8774905436312456,0.8173937387922848,0.8305945380518496
12,0.03343500802995926,0.9889547413793104,0.9855759147013076,0.9856886003954951,0.4971794516875826,0.8722070724841661,0.824679716877843,0.8272311929083646
13,0.04312505003000642,0.9867995689655172,0.9811563098959541,0.9818048322347154,0.5546657001150066,0.8648508972554538,0.813958418579381,0.8180160225837912
14,0.03323431415503427,0.9894935344827587,0.9862247772461382,0.9863380381713912,0.564900293432433,0.8721246041520057,0.8005852528976023,0.821871200862023
15,0.02022988162734064,0.9939385775862069,0.9915912147890478,0.9918671369905897,0.6453609538489374,0.8669016097818437,0.7933650449886794,0.8166827042905914
16,0.013173979978530733,0.9957570043103449,0.9947941904298732,0.9951110298586968,0.6089920473509821,0.8644990323715693,0.833711921757255,0.8214962837947138
17,0.008539453614503145,0.9971039870689655,0.9964983659721951,0.9963049121689715,0.6244484504749035,0.8744667047853625,0.8221396589947255,0.8283674641074179
18,0.007374241435799973,0.9978448275862069,0.997218188805248,0.9974534286243751,0.6960269027742846,0.87452718156228,0.8063225819607851,0.8244230691876979
19,0.006103935312020094,0.9982489224137931,0.9977801707790303,0.998022283269062,0.6981353081505874,0.8760830840957073,0.8141777170425157,0.8292548158793819
20,0.005259011293046883,0.9982489224137931,0.9979718924141591,0.9982405313732426,0.6939951397221664,0.8777819317382125,0.8159527741771005,0.830733939630282
21,0.0044702257241467655,0.9985856681034483,0.9980233001170856,0.998369239143888,0.685639436902671,0.877430066854328,0.8177760860095558,0.8308638506293271
22,0.02206631299160453,0.9934671336206896,0.9912463184294535,0.9915427918550389,0.5714475974954408,0.8688093771991556,0.8057565375791419,0.8191514182922353
23,0.026865863214911297,0.9915813577586207,0.9885951291137347,0.988571503662113,0.5709217283232458,0.8763524806474314,0.8167563901075736,0.8289739139554243
24,0.018816011933738302,0.9945447198275862,0.9930854234273166,0.9934938367583045,0.6989095108262424,0.8646639690358903,0.7840336021928767,0.8082477463491629
25,0.012602544455901431,0.996161099137931,0.994619577709747,0.9949930660887456,0.6939445374340847,0.8661978800140746,0.7978437309997232,0.8124372767874894
26,0.008182150588756234,0.9971039870689655,0.9962932619872724,0.9964554567455702,0.7079325924659597,0.8737409834623504,0.8076377185215975,0.8227230338315045
27,0.006734697900638225,0.9975754310344828,0.9964655068848344,0.9968931621364476,0.6944728771160389,0.8730977304714989,0.8181207733072212,0.8239410814456584
28,0.005634001302653281,0.9981815732758621,0.9974316242839478,0.9978118985151064,0.7299707675802296,0.8711514778325123,0.8043419876019008,0.819483248541309
29,0.004254631080678744,0.9987203663793104,0.9984722836782715,0.9987121896596919,0.7411185965455812,0.8721246041520057,0.8074888258163165,0.8205902665850268
