Epoch,Train Loss,Train Acc,Train Recall,Train F1,Val Loss,Val Acc,Val Recall,Val F1
1,0.6403882787735374,0.6680709180507827,0.668420769383215,0.6281373247371386,0.3593623141447703,0.8496651785714285,0.8113979005280462,0.7917652712568419
2,0.4794618520471785,0.7319856099656357,0.732695665241265,0.7099506429004501,0.32719795902570087,0.8699617346938775,0.8141481340310638,0.8159120876165015
3,0.4207491957479053,0.7589807208142422,0.7594509878265293,0.7386029959488764,0.3660068114598592,0.8578656462585034,0.801081630027593,0.8018539729088593
4,0.3852266542337559,0.7730474716017564,0.7733443083540722,0.7532401459458318,0.39327542781829833,0.8731026785714285,0.802961652014309,0.816987950153096
5,0.3615344332324134,0.7848818131920581,0.784693893457941,0.7657498127708964,0.426494300365448,0.8679793792517007,0.8108034591213001,0.8165032060049536
6,0.3516835186768461,0.7875974698119511,0.7874695339624841,0.7685679636338272,0.48174630403518676,0.8617134353741496,0.7924744703506019,0.8062605209644549
7,0.33877541649120824,0.7926018399198168,0.7924213284591088,0.7728916080996819,0.5051437636216481,0.8668792517006803,0.8060080257112021,0.8126899132533715
8,0.33424788741049943,0.7931123072976327,0.792762381337925,0.7744491802399163,0.515158454577128,0.8673416241496599,0.8183256022234474,0.8096941765495234
9,0.3297921786153758,0.7966236815101183,0.7964746811880907,0.7766487699452059,0.5262204349040985,0.8699192176870748,0.8093542035907885,0.8191683482539222
10,0.32798318647676045,0.7957556259545627,0.7957883831831812,0.7764655745532713,0.5311411639054616,0.8703815901360544,0.8076668390415626,0.8176967611832239
11,0.32742045019511823,0.7977971225897288,0.7975164508993685,0.7772022658523531,0.5383265097935994,0.8677614795918367,0.8034895649460599,0.8145046251390899
12,0.3405910876614076,0.789625915783696,0.7895244287283579,0.7703149750777393,0.54056343237559,0.860687712585034,0.7911399440798009,0.803036930980825
13,0.3443485586731522,0.790885864117984,0.7907248444014912,0.7709846855174058,0.5624708573023478,0.8596460459183674,0.783869400732909,0.7996926287478715
14,0.3387043597521605,0.7919336459526536,0.7923856316530283,0.7711090422413981,0.5522649844487508,0.8619897959183673,0.7896679786990789,0.8069426081672314
15,0.3324510869052675,0.7942063257684231,0.7940058884555588,0.7739437279911778,0.5778019746144613,0.8641741071428571,0.792089340253036,0.8061257685348047
16,0.328295168225412,0.7965934785462009,0.7964580225189759,0.7762345440421496,0.6309268275896708,0.8591517857142857,0.7882483300893214,0.7989862599277662
17,0.3245915102737921,0.7972504862304314,0.7974894774649949,0.7768861072091343,0.6432409266630809,0.8623352465986395,0.7969920654314558,0.8017324634508695
18,0.3230992638402515,0.7979910181605575,0.7979818561471648,0.7780095428028395,0.6340336740016937,0.8615114795918367,0.809999960579102,0.8093790212816969
19,0.3221474055338789,0.7984351135929744,0.7980710932696288,0.7776470461790397,0.6364596724510193,0.8689200680272109,0.8089053773606243,0.8167528897377098
20,0.3218572495712174,0.7980592544864452,0.7980199304430584,0.777231019833732,0.6444300095240275,0.8676605017006802,0.8061006361644689,0.8135977703238564
21,0.3216184052052321,0.7984049106290569,0.7984707147359179,0.7775163306332722,0.6362845877806346,0.8669961734693878,0.8066331567855645,0.812795535690449
22,0.32741636341368713,0.796096061831806,0.796655643775486,0.7776448307472569,0.6980278849601745,0.8613254676870749,0.8031332409714871,0.8046065265677164
23,0.3330379936982084,0.7943017820494463,0.7943126882122499,0.7734077160603802,0.615482767422994,0.8685586734693878,0.8097006511705781,0.816851652173438
24,0.33078861319356495,0.7957254229906453,0.7957414355932455,0.7750746911941595,0.6169956942399343,0.8594281462585034,0.7980746626087174,0.8029682506479473
25,0.3275499040329898,0.7967150361540664,0.7969524245042218,0.7761984134591053,0.6455707013607025,0.8609321853741496,0.8021048802479261,0.8058866836622585
26,0.3229561081087148,0.7981327110777015,0.7978739470101509,0.7768663241189597,0.6845651427904765,0.8589232568027211,0.8016612037006202,0.8050217957715178
27,0.32169940653774476,0.7988199217258496,0.7985634195697466,0.7777051197819796,0.7071777780850729,0.8636373299319727,0.7987327252667915,0.8056802180742919
28,0.3202703669667244,0.7992539495036274,0.7993822953617798,0.7783213574122135,0.6848336378733317,0.8691379676870749,0.8220642060915623,0.8193996924781668
29,0.32061547648023675,0.799148425567965,0.7990440103349381,0.7781570216279016,0.7227392236391703,0.8630739795918367,0.7985039939245098,0.8082547314289262
30,0.3198978818125195,0.799378490120275,0.7991752241978082,0.778413649783564,0.7158547441164652,0.8656356292517007,0.8042003102877265,0.810297805497746
31,0.31918974110373743,0.7994478450744559,0.7991083151367299,0.7782624786275926,0.7212403992811839,0.8657366071428572,0.8105793136238602,0.814944052650065
32,0.3242636441632553,0.7974686187476137,0.7972179666479192,0.776616098241495,0.8138145605723063,0.8533801020408163,0.7811233445810486,0.7931114038944649
