Epoch,Train Loss,Train Acc,Train Recall,Train F1,Val Loss,Val Acc,Val Recall,Val F1
1,0.8344073247265171,0.6167099792099793,0.45162720237944365,0.42609185950781964,0.5566459745168686,0.7647977941176471,0.6540481535617744,0.6913381920815149
2,0.4735909402370453,0.7910408004158004,0.720203190968305,0.7207461469386676,0.4349271669983864,0.7980238970588236,0.6688895089786127,0.6765421053910642
3,0.3327337157081913,0.8474109927234927,0.7850257947976235,0.7831037254673915,0.44441678524017336,0.7917738970588235,0.6750312146331705,0.6814744484782385
4,0.23961418867111206,0.8858075623700624,0.8397567245111645,0.8375304097272122,0.4645779304206371,0.7909926470588236,0.8060825926730686,0.7586556843186824
5,0.19176834479377075,0.9007926195426195,0.857408575303654,0.8608815024460336,0.5101177439093589,0.7608915441176471,0.6780621844042785,0.707829352964221
6,0.16900407804830656,0.9022576663201662,0.866930746495203,0.8592123784202617,0.5492141842842102,0.7816176470588235,0.6564447027990677,0.6626198807192042
7,0.15668737445328687,0.9111454002079002,0.8590742800735229,0.8635892793243573,0.5778326682746411,0.7569852941176471,0.6845300120056615,0.7115790620200755
8,0.1495641761937657,0.913679183991684,0.8914349786829742,0.8801698246277521,0.602809838205576,0.7519301470588236,0.6397853774382538,0.6423141284765176
9,0.13949275902799657,0.9216703482328481,0.8728506840955661,0.8807756236394513,0.6005931973457337,0.7522977941176471,0.6687577190802861,0.6983552412510607
10,0.1373337060213089,0.9202053014553013,0.8988344230234905,0.887386383133693,0.6204878717660904,0.7534926470588236,0.6431281812385738,0.6453262810079576
11,0.13664091861731298,0.9219009875259875,0.8899051579410727,0.8864468288576361,0.6191329665482044,0.7519301470588236,0.6508897232226333,0.6504024072026218
12,0.14897467820225535,0.9109537422037421,0.8803338418720646,0.8722535531097112,0.6814530253410339,0.7745863970588236,0.6406780105414447,0.64947671986939
13,0.1480457524995546,0.9105184511434511,0.8678275623477163,0.8670480718088964,0.6673690758645534,0.7437040441176471,0.657304197651212,0.68241677651523
14,0.1431801597008834,0.913672687110187,0.8847789001736768,0.876948840642442,0.6915740579366684,0.7558363970588236,0.6396317400351658,0.6409401819314765
15,0.13695428298937307,0.9138773388773389,0.8731486888698917,0.8718141961034118,0.7109335958957672,0.7429227941176471,0.6788514920893803,0.7001559978070155
16,0.1305252866366425,0.9193866943866943,0.8896188518254267,0.8787999431551963,0.7397223837673664,0.7730238970588236,0.6480786791187225,0.651049859879182
17,0.12205261334374144,0.9212870322245321,0.902249495808144,0.8888098742159398,0.788301569968462,0.7566176470588235,0.6399244258287127,0.6411810907157551
18,0.11994109282622466,0.9223362785862786,0.8891196225998381,0.8855830916565685,0.8861851632595062,0.7358915441176471,0.6215854184753311,0.6272573134561268
19,0.11798924348644309,0.9284400987525987,0.9038794114516973,0.8976295850753633,0.8224453300237655,0.7597426470588236,0.6383366404673205,0.6398126856595241
20,0.11521026492118835,0.9242366164241165,0.8809681198278041,0.8835209409934761,0.8057857297360898,0.7413602941176471,0.6486142518106037,0.681033256526755
21,0.11290625664027962,0.9286447505197505,0.9036762786835105,0.8955790931358981,0.808657991886139,0.7366727941176471,0.6398695640041311,0.6737621882787772
22,0.1198314289386208,0.9201923076923076,0.8888288363573867,0.8827276820693474,0.8062833711504936,0.7448988970588235,0.629513109597756,0.634638113457452
23,0.1204950022133621,0.9153618762993763,0.8837149153378985,0.8765202321420139,0.8301133349537849,0.7480238970588236,0.6442061250509907,0.6401210640006215
24,0.12108586325838759,0.9250617203742203,0.8895117031529154,0.8886524345983344,0.8673906154930592,0.7480238970588236,0.6342898233916527,0.6305135100318159
25,0.12803717823447408,0.9191625519750519,0.8856330772513841,0.8833598512982964,0.8919804438948631,0.7343290441176471,0.6463172694736082,0.6769495956812264
26,0.11594155128743197,0.9252793659043659,0.8996793443693073,0.8907780461172586,0.9098373994231224,0.7335477941176471,0.6578408061103845,0.6816023284936203
27,0.11651950108038413,0.927410343035343,0.9064312824216535,0.8954869009427805,0.8911500319838523,0.7358915441176471,0.6434362022864878,0.6736153508627902
28,0.11128415811706234,0.9309933731808732,0.9047561242837338,0.89967553122435,0.9636506274342537,0.7366727941176471,0.6403781115166611,0.6729301771433247
29,0.1058094150109871,0.9343717515592516,0.900631160085726,0.9018309293624385,0.9741103664040566,0.7319852941176471,0.6438461352220456,0.6740862615376456
30,0.10909094882977975,0.9269555613305613,0.8971598482589584,0.8928905511658268,0.9797929003834724,0.7351102941176471,0.641666589353766,0.6738259212628606
